Kundennummer,Produktname,Produkt-ID,Eröffnungsdatum
K00235,Girokonto,ab6bca25-9973-430f-a6a0-80b49b211922,2022-10-17
K00236,Girokonto,ce6fdd0b-14dc-411b-bb70-4762a718b883,2018-04-08
K00236,Konsumkredit,c4ed1fcb-886d-4436-9978-af58ec090ef8,2024-01-04
K00236,Wertpapierdepot,d01fa76e-3858-46e7-80ca-9c833cfdf08e,2023-10-25
K00236,Sparbuch,24a4574e-da30-4deb-a411-5a11e32a1395,2018-04-24
K00237,Immobilienfinanzierung,07255155-4c97-4d62-b466-115328f9ba65,2017-01-30
K00237,Debitkarte,b6015952-b315-4beb-8ef6-215d96c70ee9,2019-02-27
K00237,Girokonto,672bdd3a-06f3-4cd0-a1f5-28d7e44fce21,2016-03-21
K00237,Wertpapierdepot,f0ee6a65-1c0a-45b5-970b-bd18bc38d256,2019-04-06
K00237,Sparbuch,c6f5eaef-73b1-473f-a81a-8f6d14a01452,2022-05-28
K00238,Immobilienfinanzierung,6c4dc3bd-95b7-4b0a-831e-cf3faa877a10,2021-08-27
K00238,Konsumkredit,36fa0e89-16cc-4d4e-9c79-13ede8a866cc,2016-02-19
K00238,Wertpapierdepot,9d7098da-1a51-4112-b33e-3b0d72f593df,2020-02-04
K00239,Sparbuch,5ba939ae-dccc-4417-b44d-2c2b633befb7,2021-02-02
K00239,Kreditkarte,29a79d87-565a-4de7-bb19-d041970ec0f0,2024-11-28
K00239,Konsumkredit,b0e1f860-9f31-45d3-bdcc-fefad7f8a462,2024-01-07
K00239,Immobilienfinanzierung,f058a897-8bf3-489b-b31a-c06c85465fef,2024-05-25
K00240,Girokonto,900a0627-c4b6-4591-8b7e-6acdeab008b1,2018-08-24
K00240,Kreditkarte,c0218bcb-22ac-45c0-91f8-0cadb3318f55,2024-07-10
K00240,Immobilienfinanzierung,1d9784cf-62d7-4ff5-a9c7-ac203a4739e6,2015-08-05
K00240,Konsumkredit,3e343805-a1e4-410b-b6c4-17ac95c012de,2025-01-16
K00241,Kreditkarte,804e6560-1888-4397-8de7-71887b721d89,2023-04-29
K00241,Girokonto,d4717f17-7fa8-42f1-bd1b-93c5cea07390,2024-10-28
K00241,Debitkarte,ea9e914a-f7c0-434b-b026-95e8493a0222,2023-10-10
K00242,Immobilienfinanzierung,6a38c565-2d40-45ef-a00e-b31325537c91,2025-03-18
K00242,Wertpapierdepot,e871d0b4-2858-4d15-be7d-fa965e2c6f0e,2015-08-24
K00242,Sparbuch,0e205655-0d97-49a7-9cd0-8aada08d475a,2015-12-25
K00242,Girokonto,db4fea62-9475-45f8-8ec8-4daa4f97a449,2018-04-23
K00243,Debitkarte,0fa9fc63-6989-45b7-a1e9-deece5e27951,2021-06-09
K00243,Wertpapierdepot,72b9d421-79ce-4bc8-b77a-8f91ed8eeab5,2021-09-15
K00244,Girokonto,0d4faeed-6f1f-4642-9258-d04e28c17e81,2019-08-30
K00244,Sparbuch,ff86e41c-dda3-43f8-a380-dc1b3b42ea6b,2019-10-17
K00244,Debitkarte,afaca75f-5c0b-4f11-b14e-c53c33c39ef7,2020-04-16
K00244,Kreditkarte,cd868de3-2a87-411d-8d95-7073d6dfb1ad,2016-04-26
K00245,Immobilienfinanzierung,1785b381-eaa6-454d-9670-f6931cc00c8a,2020-01-30
K00245,Konsumkredit,d319bbde-5ba1-461e-9eb1-340550c51f71,2020-03-20
K00245,Wertpapierdepot,9de04d34-ae05-471d-92f5-cf29058a97c4,2023-06-26
K00246,Wertpapierdepot,41726ff2-cbc1-4ff3-b966-32d67f8f833e,2022-12-07
K00247,Kreditkarte,1a3ea418-cb43-4b71-b1ed-0ea87beed76e,2015-12-03
K00247,Konsumkredit,d801c9fd-bdb2-4556-a43f-46b31e21eb49,2025-01-22
K00248,Immobilienfinanzierung,aeb18a93-f675-4c4f-bee6-7d5baf79782b,2025-02-21
K00248,Konsumkredit,22ab7f13-eab6-4af2-8468-cfe2d10e8395,2017-01-04
K00248,Girokonto,76e64a19-0c3a-45d8-8e00-ea7fbb94906b,2022-02-08
K00249,Sparbuch,3374469d-cf5c-40d8-95a7-0aa21a308cb8,2021-03-25
K00249,Wertpapierdepot,c4ab3316-ab35-4c9e-b970-3815fb724d75,2017-06-01
K00249,Immobilienfinanzierung,4038a4fb-3112-4ab3-aa8d-bc62669531d9,2020-09-26
K00249,Konsumkredit,27c8eccc-7d0e-4f2c-978d-f68e4eb9efd8,2025-01-17
K00249,Debitkarte,fa8ad91d-0e2a-4abe-8a84-59e907641431,2017-09-26
K00250,Sparbuch,cf9359b2-ac31-4ecc-ae4a-41ba70b9a158,2016-11-28
K00250,Girokonto,f0560ab4-4ff1-470c-9685-ec6cf3a01161,2015-11-20
K00250,Kreditkarte,1af8d853-23c6-409f-90c3-f938ba923261,2016-03-09
K00251,Konsumkredit,0e2cd415-2ec9-471a-a963-557e15b64e4e,2018-06-03
K00251,Wertpapierdepot,5e984421-e45b-4b8d-b215-894ebf805184,2016-12-29
K00252,Wertpapierdepot,29e9636f-81d0-45c3-b402-318c7be01463,2016-01-12
K00252,Girokonto,14b79e5d-41d5-495b-ae8b-209853b2ad64,2020-01-05
K00252,Immobilienfinanzierung,4170ebf8-abca-4b93-9f6f-361a6b40dc9f,2016-03-20
K00252,Debitkarte,20e10cc6-e2a1-4b21-be09-870231b796f9,2023-03-25
K00253,Sparbuch,0a682620-6722-4ae8-9f33-a894de4b39e2,2025-01-06
K00253,Wertpapierdepot,cd9db6b1-0824-4f19-9dfc-98e15ba3e8a4,2022-09-25
K00253,Immobilienfinanzierung,c3555803-6a5d-4704-b6b6-874a7e85bb19,2023-08-22
K00253,Konsumkredit,2dd35d24-605c-4eb9-ba9e-03df042bba09,2020-12-18
K00254,Girokonto,cf51a41d-3073-4e45-aa50-59567d733791,2018-02-14
K00254,Sparbuch,6431c882-410c-4ce4-beec-e243254e8616,2021-07-08
K00255,Konsumkredit,f87c9a52-8330-4fa3-9e00-b67e18016787,2024-04-17
K00256,Kreditkarte,d2b0d91d-fc78-4561-bd4c-024a0c46679a,2022-04-27
K00256,Konsumkredit,074c39d3-7748-4cb2-aac2-30398d1cafad,2015-08-14
K00257,Debitkarte,38900ba9-35da-482f-94c7-f6090af89c53,2022-12-31
K00258,Kreditkarte,e5f66ac7-1a2e-441a-a771-f6f2a5161556,2019-11-13
K00258,Immobilienfinanzierung,0bd7d5e0-f604-4b02-8309-0ce10a74294f,2024-01-12
K00258,Girokonto,d8624ba1-f676-424e-beb5-6408b9791d95,2022-12-23
K00259,Wertpapierdepot,32149a6f-3934-4c2c-a055-be5ad00d3d0e,2024-05-18
K00259,Immobilienfinanzierung,00d14ac1-6b99-4d4f-aea2-3b6439efcad3,2018-03-05
K00259,Kreditkarte,62bc1f02-ca6b-467f-ab98-540f70272309,2019-04-04
K00259,Sparbuch,0b350450-a140-47ee-932e-8bbb818dd2f2,2023-09-22
K00259,Debitkarte,6acb252f-2178-4e4c-8289-24d1e35a8576,2022-08-12
K00260,Debitkarte,bfbcb733-2fc1-4d74-9e8c-f0334bbd6dcb,2023-03-16
K00260,Immobilienfinanzierung,2f1bcc54-ef14-402c-86c5-91e8a086398e,2016-06-14
K00261,Sparbuch,c2520849-254f-46dc-bdfe-4b3b0eabf4b0,2024-12-20
K00261,Girokonto,80b514d9-9647-4b5e-9055-83a707ca8231,2022-01-07
K00261,Debitkarte,ae03d742-ff78-492c-bd9d-ab1be456a110,2020-07-19
K00261,Wertpapierdepot,12c1f17d-d71d-4fb3-ad74-4eddc064b525,2023-04-11
K00261,Kreditkarte,13b58bc1-56eb-4eb9-b836-2c5a8a8fd1e1,2016-11-10
K00262,Girokonto,1d8d28d8-13e5-47ad-ac26-b8e3cdbfec5c,2022-10-07
K00262,Immobilienfinanzierung,b9b8ab9d-3f02-4f8b-bd43-6f7e91b4d947,2017-07-08
K00262,Wertpapierdepot,a2b84e9b-2d6e-499d-8b7a-dc82bafbecd3,2021-11-28
K00262,Kreditkarte,32ec63e9-8857-4e27-b665-eea80518affb,2020-08-18
K00263,Debitkarte,f9151386-1823-465e-aceb-9e51fb6a3123,2019-12-27
K00263,Wertpapierdepot,32af8cf5-688a-4863-9f40-f3575347744a,2016-07-01
K00263,Sparbuch,61ecd82e-ebb9-4fd0-8ed9-8716979eacc3,2018-03-26
K00263,Girokonto,13e77972-7d8c-4f82-a763-30303ae51a17,2021-07-04
K00264,Immobilienfinanzierung,87091c92-589a-4093-8957-b73f0cc09179,2021-09-14
K00265,Kreditkarte,fc77e391-2541-483d-a07c-31f307d1d8f3,2018-06-01
K00265,Debitkarte,68051064-14f5-4d8a-b5de-2505a3c288c2,2025-01-26
K00265,Konsumkredit,51e037d0-89e6-46ea-b0f0-107bd138a277,2020-07-03
K00265,Wertpapierdepot,f5e4bad0-f109-45da-b808-2a31b81231cd,2020-12-13
K00266,Debitkarte,581e04f9-3539-449a-804f-be1beb546600,2017-07-19
K00266,Wertpapierdepot,c5225ee8-a95c-40ad-a97c-2c97169fb629,2024-06-14
K00266,Girokonto,23b9d66d-1493-4216-83ce-3f6e3b83fdbb,2017-03-27
K00266,Sparbuch,33b2e7cd-cd58-4dd2-98e3-8e8a5e6396f0,2022-11-04
K00267,Kreditkarte,8dcdaab4-6aea-4caf-bdca-7962aedbe39e,2015-09-21
K00267,Girokonto,cf839f08-2eae-4f93-ac41-b9cefb2db4a4,2022-12-26
K00267,Konsumkredit,3ade3904-4e23-48ed-a382-2cd1f2b2a6ee,2017-01-27
K00268,Kreditkarte,6c991391-244e-436d-9d26-4d8a5c0e9d34,2016-08-05
K00268,Wertpapierdepot,9a60b242-c604-4a79-863e-84fbbb3706a4,2017-10-25
K00268,Immobilienfinanzierung,b3d8bc86-410e-4b09-95af-e6bf96b18fa1,2022-06-28
K00268,Sparbuch,204b1886-0d84-4bde-b69a-604c678c6583,2023-04-14
K00269,Kreditkarte,29bc53ae-306b-45fc-9228-a903809383cb,2022-07-07
K00269,Wertpapierdepot,c5d3da0c-15c0-4186-ae34-5d0da651d6cf,2022-10-18
K00269,Sparbuch,870eda12-ceb6-4a9f-94e8-a277f40b2e37,2018-08-03
K00269,Debitkarte,6798451d-80c0-4847-b911-618f3701d161,2022-03-31
K00269,Konsumkredit,05a4da9e-ddab-4579-9b6d-0a063b39df17,2016-09-28
K00270,Debitkarte,94ce11a9-3d1c-4d20-b88d-d53b0f5749d1,2019-07-19
K00270,Girokonto,70ea6328-d892-4edf-b190-c48a06ad47f0,2017-11-20
K00270,Kreditkarte,49a73abc-2dc8-4212-a5df-77862cfbc701,2016-01-25
K00270,Sparbuch,6cb885a1-96d9-459b-af43-d5411c53dca9,2021-11-14
K00270,Konsumkredit,f8dba68a-eeaa-4cb0-9f2b-209d30d9356b,2017-11-30
K00271,Sparbuch,17748412-b052-4480-8f33-0d4e13a973e6,2018-05-06
K00271,Immobilienfinanzierung,1e0dc405-6467-41c8-839c-866b4cc2a874,2018-02-18
K00272,Immobilienfinanzierung,c5d16b53-38dd-4e4e-b43d-6f41abe8b3e7,2024-05-11
K00272,Wertpapierdepot,2cd2f86c-bac7-4f96-a4c5-70fc644a8bb9,2016-02-06
K00273,Debitkarte,1af7474b-d7ea-4d82-ae01-9da50048d584,2022-06-30
K00273,Girokonto,5e3a0e92-944a-461c-98b8-03a7244fbdbc,2018-06-10
K00273,Immobilienfinanzierung,3e7bfabd-22d2-4cd3-ab9d-81ef79f9ad00,2022-03-30
K00274,Kreditkarte,e93a9802-8b6a-4b43-a7d1-461f5393a9be,2023-11-30
K00274,Wertpapierdepot,c3d85c7f-1f59-41aa-95b4-0b2dabbd4ce6,2021-02-07
K00275,Sparbuch,63745ff8-9788-44f2-8792-c60f5fc89715,2024-10-03
K00275,Kreditkarte,a3cf3222-317c-4c53-9dd2-0a0782020432,2024-06-24
K00275,Immobilienfinanzierung,8eb43b6a-3c6f-43e1-989d-1e64b01fd93a,2017-09-08
K00276,Wertpapierdepot,4f016afe-ddf9-4eab-9277-97ac3f0f8b7a,2023-06-09
K00276,Girokonto,817badae-5688-4f50-afe4-ba75e6b99634,2022-04-04
K00276,Debitkarte,e8be7df6-0fcf-4cc0-827a-6b8c00e9fd25,2024-02-04
K00276,Sparbuch,c2b1ba00-ba1f-44b5-9fd4-a725dc234f65,2019-10-04
K00276,Immobilienfinanzierung,7ef74311-6b53-4b2f-97a9-122cb0ab0257,2021-03-31
K00277,Sparbuch,326b6283-467c-4741-be19-622955d9ba13,2021-07-13
K00277,Debitkarte,a7e51f6b-027b-4d51-9ba8-de5b49aed1e7,2020-02-01
K00277,Wertpapierdepot,acb3bb79-c13f-4e79-861d-b1721823bb47,2023-06-10
K00277,Immobilienfinanzierung,65d8c72f-6b04-4a51-94bf-d38c2bcea7f7,2022-07-31
K00277,Konsumkredit,9c2991e9-70dc-4e48-9b91-c19524a70627,2016-07-13
K00278,Debitkarte,9b7702fe-22f4-4bb0-be1e-db6bd6d6ec6f,2018-10-20
K00279,Girokonto,e39c57e2-633c-4a9a-aaec-31a762e74113,2018-07-31
K00280,Kreditkarte,01fb163d-1e10-4877-8f2a-fe1cd9b7f12f,2021-10-06
K00281,Immobilienfinanzierung,1f1fe78e-eb1f-4110-8846-ceb1fa835f78,2024-01-26
K00281,Kreditkarte,04392d06-bd1e-4b5d-be57-1344c3212e4e,2024-08-30
K00281,Sparbuch,abd687e0-65c1-4a3a-9019-db7b9889afbb,2024-12-26
K00281,Konsumkredit,5c3d8d98-1cdf-48f8-9f65-6f8da1d27335,2024-09-08
K00281,Debitkarte,c0ee3fd5-1832-462f-8a5b-6c6042e5ed1d,2020-11-04
K00282,Konsumkredit,43b16b4b-e4e9-4817-b8d9-b9bb010535ca,2017-11-09
K00283,Immobilienfinanzierung,2764a62d-08bb-4a7b-b80a-0327ff3241f5,2023-11-24
K00283,Kreditkarte,4beed602-5354-49f4-ab7b-a4caa4405233,2017-04-28
K00283,Debitkarte,f09689f1-109a-4803-8ed5-fe4df6feb404,2022-08-23
K00283,Konsumkredit,c998eb95-3576-4fe5-87a0-dc116c1cac31,2022-11-22
K00283,Girokonto,2f5d8970-18f1-4257-a5d0-650becedb9f6,2015-07-20
K00284,Immobilienfinanzierung,06947eb3-8e9e-4a40-b7e8-54556c425196,2023-03-26
K00284,Konsumkredit,d018eff2-2631-4a3a-b57d-916d50a77698,2017-10-21
K00284,Girokonto,f824970d-4307-4370-a725-9108675b442a,2017-04-22
K00284,Wertpapierdepot,f7cc199b-da60-4667-9aef-518a1fb90fe7,2015-05-05
K00285,Konsumkredit,1f40f4be-af72-4d3d-a0ec-ceb11c59473e,2016-07-30
K00285,Debitkarte,2b3d7e92-8ee3-46fb-9353-011fbb59e617,2021-01-11
K00286,Konsumkredit,99b278b1-fbc9-4901-8b97-f86fce421e1a,2017-05-19
K00286,Sparbuch,038bb70e-c21e-4073-9b72-14ba26b6de65,2024-04-03
K00286,Immobilienfinanzierung,1738f57c-0103-4bba-ba45-f30e4bba7e52,2023-11-01
K00286,Kreditkarte,46ef10c8-ecb7-49e7-b105-e2fdabb7c107,2021-11-01
K00287,Debitkarte,5cc7b602-3109-44fc-9346-bf3e44190a76,2016-12-31
K00287,Kreditkarte,ae7dc01b-4bc7-4a0b-a741-86e931839deb,2017-09-03
K00287,Immobilienfinanzierung,8a94155a-26be-4f99-9694-adaf806f1807,2018-04-16
K00288,Konsumkredit,9b4eb7f0-23f2-4424-80c6-0c7f60088a98,2024-10-17
K00288,Sparbuch,321fd2fc-149e-4714-b753-ce99f11a42ec,2022-11-15
K00288,Immobilienfinanzierung,38b02a91-18ec-42d6-90b5-120dbe781659,2016-04-19
K00289,Wertpapierdepot,b4785b9b-f90c-4a3b-83e9-804c7ff48993,2024-10-15
K00289,Girokonto,8a4c3ee2-fc28-48c3-83a0-081b8d3bdb94,2015-07-07
K00289,Immobilienfinanzierung,8f3cc4b2-4be1-4dbd-a702-b410fbe1ae1e,2021-05-20
K00289,Sparbuch,0ec2e304-e38c-4723-b42c-814e20775dc5,2022-04-20
K00289,Konsumkredit,ed4e902a-28b2-4812-aa66-7e490ab3a0fe,2017-02-27
K00290,Immobilienfinanzierung,d94c2fae-f7e3-476c-9946-fd7e0e1ab709,2024-09-25
K00291,Sparbuch,adad6414-809f-4b4e-93f0-cafc22cb0f69,2024-03-21
K00291,Debitkarte,e20daa5b-ecf6-40b7-bfa7-148293495ddc,2017-06-28
K00291,Girokonto,6f5da906-daf3-4e9e-a0a4-59a2df73366f,2022-09-19
K00291,Wertpapierdepot,a8389fbe-60c4-411e-a873-3df84d9901ee,2017-12-05
K00292,Konsumkredit,cdb68c43-ec68-4582-8582-f5fec7dde304,2024-12-20
K00292,Wertpapierdepot,45a5ca1a-f866-499c-8fa9-0abb8a61fe09,2022-01-04
K00292,Debitkarte,f8e4df2a-8931-406d-b614-c81dbcea0abf,2017-04-02
K00293,Debitkarte,a462ad97-008b-41ca-bdc0-c35e6b896dda,2023-05-04
K00293,Sparbuch,be9b5d18-ae9f-4b83-9638-7bfc20e7c0ca,2024-07-31
K00294,Wertpapierdepot,9b5799f6-393e-41d4-8d2f-669150e9cd4b,2015-11-02
K00294,Kreditkarte,1ba64205-ca39-4899-84b2-ca6ca0252e53,2021-04-17
K00294,Immobilienfinanzierung,8b88b960-8a93-4651-b519-d26e9ca51ba0,2024-09-06
K00295,Debitkarte,62d77410-8aab-48f2-9aee-da8dc090a431,2019-02-05
K00295,Sparbuch,e9c8572f-59c4-4a29-a4a8-c3def4a8e38b,2023-11-05
K00296,Wertpapierdepot,a60f27d6-2e4a-4780-ac1c-85a975706a75,2016-08-28
K00296,Konsumkredit,5ed6a4a4-d654-464b-ac81-436dfa833243,2016-09-02
K00296,Kreditkarte,fb8a15e7-c31a-4a80-8a6f-b2f775b57b65,2024-04-09
K00296,Immobilienfinanzierung,73c89922-bbc3-4a7d-9903-4e726909076b,2019-04-27
K00297,Girokonto,16e4abc7-5471-495f-98ea-de49caa59e7e,2019-06-09
K00297,Debitkarte,9fbf2cf6-07a7-40e4-89ad-9ebc265a741d,2020-03-18
K00297,Konsumkredit,cced8458-790b-45fd-b6bb-2a4290a74f41,2023-02-15
K00297,Wertpapierdepot,2d41ec4c-f523-49a5-a082-7023c334ee21,2019-07-06
K00298,Sparbuch,df301619-84ee-45a0-ad43-647a43d3ce36,2018-09-24
K00298,Wertpapierdepot,ed8d6340-3a56-48a2-b0b8-f041757a5800,2020-12-08
K00299,Girokonto,eccae52a-ef2e-437b-8396-550b3290034d,2015-10-17
K00299,Debitkarte,1f7e2ffd-769c-4009-a149-55fcc4329d94,2020-11-12
K00299,Immobilienfinanzierung,aef749c8-dbbf-4a93-87a9-e2d0d39208b7,2020-08-06
K00300,Wertpapierdepot,517e3e0e-bfec-48b0-844e-eee21a396595,2022-09-08
K00300,Kreditkarte,062762b2-ecca-41a7-b861-636d9f085841,2023-07-06
K00300,Konsumkredit,ffc6f7e7-c7e7-4224-b22c-0faea57b08e0,2017-01-05
K00300,Immobilienfinanzierung,5d2ba961-e728-4548-b911-356f85245acf,2016-07-08
K00301,Girokonto,e16b2106-ce6a-4b00-a5ef-e59ced03d7d6,2017-11-16
K00301,Debitkarte,6ad8a1f9-602a-4175-9e59-ccf4b6fac4bd,2020-09-19
K00301,Konsumkredit,ea4c019c-f45e-4c64-a415-e77af71e971c,2015-08-13
K00301,Sparbuch,b4a79f6e-bd83-4b85-a566-20bd562579e0,2021-02-06
K00301,Wertpapierdepot,643b26e0-e38b-425e-9fa8-7db2e337b913,2017-10-26
K00302,Debitkarte,16a65153-365f-4329-8f80-096e00698491,2018-09-05
K00302,Konsumkredit,28a118e1-3dea-489f-9856-653e252cf59b,2023-03-06
K00302,Immobilienfinanzierung,0efc4352-f2d9-4804-a44b-55d62881f689,2020-11-14
K00303,Konsumkredit,84ad9881-fa6d-4bf8-9ee5-d99753189ce5,2018-05-22
K00304,Wertpapierdepot,05604248-3cbf-4fa8-aad9-1de2e0884fe5,2018-04-07
K00305,Sparbuch,97533df5-b992-4296-8283-f111e3058b78,2023-09-09
K00305,Immobilienfinanzierung,a9c39b0d-11c5-4e1c-9e1c-cf28b99ccbe7,2023-06-16
K00305,Wertpapierdepot,e709b60c-abe0-4330-b255-40ab01c6d439,2019-11-24
K00305,Kreditkarte,cf404c42-66ae-48a1-a0bc-7a56c6fb00e0,2022-11-02
K00305,Girokonto,029b1810-36cb-4499-a1a6-7067f91d8996,2024-01-16
K00306,Wertpapierdepot,9b843029-840e-44e4-ba7f-5e0c2954cefe,2021-01-02
K00306,Konsumkredit,4baef59c-0c6e-40b6-bd7e-fce6fc68511a,2022-08-03
K00306,Debitkarte,0134631c-d0df-4bbc-bd01-1c08ab295ba3,2015-05-29
K00306,Immobilienfinanzierung,1d1c31eb-9d44-42fd-85cc-48f3bd15cccc,2015-08-15
K00307,Kreditkarte,59d87b73-2c2c-40a5-98ad-917f9e4541de,2016-11-20
K00307,Wertpapierdepot,7a2d8b7b-2cbb-495e-9b72-deddfd96852b,2017-10-02
K00307,Girokonto,f8a35d2c-e597-40c8-af95-660f81801e02,2023-03-15
K00307,Sparbuch,e8e9c508-7a27-441a-8d58-bc5661c4bc0e,2021-04-24
K00307,Debitkarte,55c01ef4-0ea9-4bfc-8e87-71b0f05797f4,2022-09-03
K00308,Immobilienfinanzierung,6a0b5731-bf4a-45ee-a518-a234abe58c70,2016-12-30
K00308,Debitkarte,5ce2b585-9ea7-472b-a09e-af15f7dbb460,2018-09-08
K00308,Wertpapierdepot,91f8b59f-0b7f-477f-9a6f-432b6a0d993b,2024-09-13
K00308,Kreditkarte,94ed370f-fcc9-4996-8e17-a25164658878,2018-12-26
K00309,Sparbuch,02c8878c-e42b-43d9-ae11-d985f2b6738c,2017-07-13
K00309,Wertpapierdepot,84f7b72c-a7a8-410c-a7ad-59bb54696a8c,2024-11-02
K00310,Konsumkredit,edde9d81-eac9-42e4-9057-980da396efc1,2024-10-17
K00310,Wertpapierdepot,5a6d8dea-08e9-4aa6-b35d-048523edad68,2019-05-21
K00310,Girokonto,215fee74-9cb2-46d6-a8a1-a73fe9220250,2015-05-31
K00310,Kreditkarte,9b9373b2-32c8-4ec7-ac9e-7dedc3647d7c,2022-04-06
K00310,Debitkarte,93066577-4210-4555-9c89-b6fb8e6bdf9d,2021-11-11
K00311,Kreditkarte,9b2486da-128f-48e8-8337-d38d5362c2b5,2024-11-14
K00311,Immobilienfinanzierung,65339dcf-ec68-48e4-b3fa-eec24bc401e0,2017-01-28
K00312,Wertpapierdepot,f8d45cf5-2f65-4231-b7f6-4c5f680b8719,2021-11-03
K00312,Konsumkredit,75787cdc-5b13-4804-931d-053b12d47c5d,2024-01-02
K00312,Sparbuch,544cbe02-2f6a-408a-ab73-cac62d81c4ce,2020-02-28
K00312,Debitkarte,de2c89dd-ed44-4d28-9eb2-bb3e876a602d,2019-11-21
K00313,Wertpapierdepot,fa858c84-f9da-4b21-a441-a8e9cd7a345b,2020-08-06
K00313,Immobilienfinanzierung,5d995a9e-476e-4d3d-be86-bae9242b4363,2023-01-20
K00313,Sparbuch,d6cbe565-4f5a-495f-8894-018960825d3c,2023-02-10
K00314,Wertpapierdepot,609d0788-6135-4e9b-a19c-31f2865cb4cf,2018-08-01
K00314,Kreditkarte,7fe5b83f-0e16-471d-bfdc-bbe58ce1be74,2015-04-14
K00314,Immobilienfinanzierung,ced5b914-7ef0-4fd4-ae4a-d49ba491b92e,2020-02-13
K00314,Debitkarte,78c47df0-246c-44ab-a5da-b3f8f36217ce,2020-01-19
K00315,Debitkarte,496cea5d-e0b3-47de-a36e-4d294abb475d,2023-05-10
K00315,Wertpapierdepot,33a3a3ed-0f51-46de-8917-831a189c5756,2024-10-16
K00315,Kreditkarte,29b55ecc-db22-47ed-8954-9af83f317039,2020-09-13
K00315,Konsumkredit,26863a77-db80-4cfc-87e3-5e9566cc737c,2016-09-28
K00315,Immobilienfinanzierung,9aea5082-95a9-4334-8ce1-776772660431,2016-09-01
K00316,Immobilienfinanzierung,693caaee-f72f-4805-90d4-c618d7628412,2018-09-05
K00316,Konsumkredit,15cab8be-4af8-4ccc-aa25-d8745c5072b7,2025-01-09
K00316,Girokonto,47ed5018-a510-452b-b101-3ec509447575,2016-01-14
K00316,Debitkarte,8ff609a4-fe8b-4125-bbce-075c3de87f24,2024-02-21
K00316,Sparbuch,5fe74f50-c26e-40df-aee1-5ca2141540bd,2015-10-13
K00317,Konsumkredit,15142701-93ee-43eb-9543-5c662bd2fb86,2019-01-10
K00318,Immobilienfinanzierung,fd20cc91-7964-4a49-81c3-dd0a17e79283,2022-02-02
K00318,Kreditkarte,49439fad-7d9d-4e12-9a1e-7959dec64345,2017-01-03
K00318,Girokonto,60516ba1-f6a9-4340-9798-e9f892903e01,2023-10-30
K00318,Konsumkredit,227ea93c-5998-4a43-8ba8-29829972fb9c,2017-05-20
K00318,Sparbuch,67c6f9ed-7fa3-4cc8-9155-99e81d8b2708,2024-04-07
K00319,Wertpapierdepot,2365f68d-4054-4aa5-8fe0-0d2bae872eb5,2015-03-24
K00319,Sparbuch,94e0fd6c-bb69-4b33-9934-f0a662b6d520,2023-05-13
K00319,Girokonto,acb477c3-978f-47e3-83e1-e6bea5b3986e,2018-02-02
K00319,Konsumkredit,8011e481-9f64-45d0-9670-a8d1dd5929d1,2019-11-26
K00319,Debitkarte,713db6a0-c4ed-4f73-8873-24dd1ce72176,2017-10-30
K00320,Kreditkarte,8132a493-9eea-4856-8086-4a3955b3039b,2021-01-25
K00320,Debitkarte,f190386b-9c5f-441b-bdae-65a407a563d8,2019-04-17
K00320,Wertpapierdepot,5e84666b-1c5c-4551-9168-2e2509e18153,2015-09-22
K00320,Konsumkredit,0c7773a0-74ed-4956-b439-801f588597f7,2025-03-21
K00320,Girokonto,abbd88d0-b4c6-480c-b180-440711dbecc6,2019-12-28
K00321,Girokonto,04144e2e-007e-4572-8392-e3ce359c26f6,2020-11-11
K00321,Wertpapierdepot,e2d8fa79-a098-45b0-8203-8ab338b163dd,2019-05-10
K00322,Sparbuch,68d14a3c-e1f9-4a5a-8ed8-45659983f309,2018-01-01
K00323,Konsumkredit,fa033cf2-67f9-4e2b-a0d6-be0d9b01c6b0,2017-10-19
K00324,Konsumkredit,d6f92796-7e33-4317-b9cc-42a27a8077d7,2023-01-31
K00324,Sparbuch,d5b5ff40-b1b2-42ff-b1c5-a424ef2d3af2,2020-05-10
K00324,Debitkarte,211cd93e-adac-46a1-83cd-5b986b8ef2be,2019-06-07
K00325,Konsumkredit,f9836377-a9ef-4e90-abf7-7e121cb712fd,2023-05-20
K00325,Wertpapierdepot,7f626b47-b0bb-4ba9-89ca-00c1bebfe041,2018-11-03
K00326,Konsumkredit,4438ee3c-fe4d-49fd-8a48-9ad350ffa229,2016-01-09
K00326,Kreditkarte,36eebce0-e99d-461f-a31b-b49180293663,2017-10-04
K00326,Girokonto,489b0672-2165-4622-a04a-0af0581f9330,2015-04-24
K00326,Sparbuch,d4b53f2d-3edb-4dff-9d33-6f147a771064,2021-01-11
K00326,Immobilienfinanzierung,24d874e1-1b8f-44fc-9a43-49d276686c8e,2017-08-25
K00327,Wertpapierdepot,c4a64ee9-146a-45d6-a142-0f941f87f9f1,2023-06-28
K00327,Immobilienfinanzierung,a84ca226-792c-4ba1-9046-0f162f319ef7,2016-07-31
K00328,Wertpapierdepot,ca02ca58-934c-4339-8c2a-01e8ffe42b21,2021-08-23
K00328,Konsumkredit,d674302f-570a-43b5-a9cc-db3e1aecc592,2015-12-26
K00328,Immobilienfinanzierung,c1146518-52be-45e3-89c8-c390a8755e72,2017-12-27
K00328,Sparbuch,80d1d87d-966c-48ac-b44b-0b7cada8ceb8,2016-07-16
